genres,original_language,original_title,release_date,title,video,procced_genres,id_p
"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,Phantasm II,1988-07-08,Phantasm II,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 27 'name ' 'horror ' } { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 53 'name ' 'thriller ' } ],88
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",en,Phantasm IV: Oblivion,1998-07-31,Phantasm IV: Oblivion,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 878 'name ' 'scienc fiction ' } ],89
"[{'id': 35, 'name': 'Comedy'}]",en,Bring It On,2000-08-25,Bring It On,False,[ { 'id ' 35 'name ' 'comedi ' } ],90
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,Diamonds Are Forever,1971-12-13,Diamonds Are Forever,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } ],91
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",en,The Living Daylights,1987-06-29,The Living Daylights,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 53 'name ' 'thriller ' } ],92
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",cn,花樣年華,2000-05-22,In the Mood for Love,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 10749 'name ' 'romanc ' } ],93
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}]",ja,Pokémon 3: The Movie,2000-07-08,Pokémon: Spell of the Unknown,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 16 'name ' 'anim ' } { 'id ' 28 'name ' 'action ' } { 'id ' 10751 'name ' 'famili ' } ],94
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,Shrek,2001-05-16,Shrek,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 16 'name ' 'anim ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } { 'id ' 14 'name ' 'fantasi ' } ],95
"[{'id': 18, 'name': 'Drama'}]",it,La notte,1961-01-23,La Notte,False,[ { 'id ' 18 'name ' 'drama ' } ],96
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",en,Atlantis: The Lost Empire,2001-06-02,Atlantis: The Lost Empire,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 10751 'name ' 'famili ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 878 'name ' 'scienc fiction ' } ],97
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,Cats & Dogs,2001-07-04,Cats & Dogs,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } ],98
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",en,Bill & Ted's Excellent Adventure,1989-02-17,Bill & Ted's Excellent Adventure,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 878 'name ' 'scienc fiction ' } ],99
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,Dirty Harry,1971-12-21,Dirty Harry,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 80 'name ' 'crime ' } { 'id ' 53 'name ' 'thriller ' } ],100
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,"Monsters, Inc.",2001-11-01,"Monsters, Inc.",False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } ],101
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",en,Harry Potter and the Philosopher's Stone,2001-11-16,Harry Potter and the Philosopher's Stone,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 10751 'name ' 'famili ' } ],102
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,Ocean's Eleven,2001-12-07,Ocean's Eleven,False,[ { 'id ' 53 'name ' 'thriller ' } { 'id ' 80 'name ' 'crime ' } ],103
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",en,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 28 'name ' 'action ' } ],104
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,The Bad News Bears Go to Japan,1978-06-30,The Bad News Bears Go to Japan,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } ],105
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",en,Ice Age,2002-03-10,Ice Age,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } { 'id ' 12 'name ' 'adventur ' } ],106
"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,Resident Evil,2002-03-15,Resident Evil,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 28 'name ' 'action ' } { 'id ' 878 'name ' 'scienc fiction ' } ],107
"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,Blade II,2002-03-22,Blade II,False,[ { 'id ' 14 'name ' 'fantasi ' } { 'id ' 27 'name ' 'horror ' } { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } ],108
"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",en,The Scorpion King,2002-04-16,The Scorpion King,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 12 'name ' 'adventur ' } ],109
"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",en,Spider-Man,2002-05-01,Spider-Man,False,[ { 'id ' 14 'name ' 'fantasi ' } { 'id ' 28 'name ' 'action ' } ],110
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,Star Wars: Episode II - Attack of the Clones,2002-05-15,Star Wars: Episode II - Attack of the Clones,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } { 'id ' 878 'name ' 'scienc fiction ' } ],111
"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",en,The Sum of All Fears,2002-05-31,The Sum of All Fears,False,[ { 'id ' 53 'name ' 'thriller ' } { 'id ' 28 'name ' 'action ' } { 'id ' 18 'name ' 'drama ' } ],112
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,The Bourne Identity,2002-06-14,The Bourne Identity,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 9648 'name ' 'mysteri ' } { 'id ' 53 'name ' 'thriller ' } ],113
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",en,Men in Black II,2002-07-03,Men in Black II,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 878 'name ' 'scienc fiction ' } ],114
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",en,Austin Powers in Goldmember,2002-07-26,Austin Powers in Goldmember,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 80 'name ' 'crime ' } { 'id ' 878 'name ' 'scienc fiction ' } ],115
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",en,xXx,2002-08-09,xXx,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 53 'name ' 'thriller ' } ],116
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}]",en,Heaven,2002-02-06,Heaven,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 10749 'name ' 'romanc ' } { 'id ' 80 'name ' 'crime ' } ],117
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",en,Shock Treatment,1981-10-30,Shock Treatment,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 10402 'name ' 'music ' } ],118
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,Die Another Day,2002-11-17,Die Another Day,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } ],119
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",en,The Lord of the Rings: The Two Towers,2002-12-18,The Lord of the Rings: The Two Towers,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 28 'name ' 'action ' } ],120
"[{'id': 27, 'name': 'Horror'}]",en,House of 1000 Corpses,2003-04-11,House of 1000 Corpses,False,[ { 'id ' 27 'name ' 'horror ' } ],121
"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",en,Bruce Almighty,2003-05-23,Bruce Almighty,False,[ { 'id ' 14 'name ' 'fantasi ' } { 'id ' 35 'name ' 'comedi ' } ],122
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,Finding Nemo,2003-05-30,Finding Nemo,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 10751 'name ' 'famili ' } ],123
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",en,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 28 'name ' 'action ' } ],124
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,S.W.A.T.,2003-08-08,S.W.A.T.,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 80 'name ' 'crime ' } ],125
"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,Underworld,2003-09-19,Underworld,False,[ { 'id ' 14 'name ' 'fantasi ' } { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } ],126
"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,House of the Dead,2003-04-11,House of the Dead,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } ],127
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",en,Kill Bill: Vol. 1,2003-10-10,Kill Bill: Vol. 1,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 80 'name ' 'crime ' } ],128
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,Brother Bear,2003-10-23,Brother Bear,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 16 'name ' 'anim ' } { 'id ' 10751 'name ' 'famili ' } ],129
"[{'id': 27, 'name': 'Horror'}]",cn,見鬼,2002-05-09,The Eye,False,[ { 'id ' 27 'name ' 'horror ' } ],130
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,Bad Santa,2003-11-26,Bad Santa,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 80 'name ' 'crime ' } ],131
"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,WarGames,1983-06-03,WarGames,False,[ { 'id ' 53 'name ' 'thriller ' } { 'id ' 878 'name ' 'scienc fiction ' } ],132
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",en,The Lord of the Rings: The Return of the King,2003-12-01,The Lord of the Rings: The Return of the King,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 28 'name ' 'action ' } ],133
"[{'id': 35, 'name': 'Comedy'}]",en,Agent Cody Banks 2: Destination London,2004-06-24,Agent Cody Banks 2: Destination London,False,[ { 'id ' 35 'name ' 'comedi ' } ],134
"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,Hellboy,2004-04-02,Hellboy,False,[ { 'id ' 14 'name ' 'fantasi ' } { 'id ' 28 'name ' 'action ' } { 'id ' 878 'name ' 'scienc fiction ' } ],135
"[{'id': 35, 'name': 'Comedy'}]",en,Mean Girls,2004-04-30,Mean Girls,False,[ { 'id ' 35 'name ' 'comedi ' } ],136
"[{'id': 27, 'name': 'Horror'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",en,Van Helsing,2004-05-05,Van Helsing,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } ],137
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",en,You Only Live Twice,1967-06-12,You Only Live Twice,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 12 'name ' 'adventur ' } ],138
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,Octopussy,1983-06-05,Octopussy,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } ],139
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,Never Say Never Again,1983-10-07,Never Say Never Again,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } ],140
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,Shrek 2,2004-05-19,Shrek 2,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 16 'name ' 'anim ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } { 'id ' 14 'name ' 'fantasi ' } ],141
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",en,Spider-Man 2,2004-06-25,Spider-Man 2,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } ],142
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,Before Sunset,2004-02-10,Before Sunset,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 10749 'name ' 'romanc ' } ],143
"[{'id': 35, 'name': 'Comedy'}]",en,A Cinderella Story,2004-07-10,A Cinderella Story,False,[ { 'id ' 35 'name ' 'comedi ' } ],144
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,The Bourne Supremacy,2004-07-23,The Bourne Supremacy,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 53 'name ' 'thriller ' } ],145
"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",en,AVP: Alien vs. Predator,2004-08-12,AVP: Alien vs. Predator,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 28 'name ' 'action ' } ],146
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,The Incredibles,2004-11-05,The Incredibles,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 16 'name ' 'anim ' } { 'id ' 10751 'name ' 'famili ' } ],147
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,Ocean's Twelve,2004-12-09,Ocean's Twelve,False,[ { 'id ' 53 'name ' 'thriller ' } { 'id ' 80 'name ' 'crime ' } ],148
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",en,Blade: Trinity,2004-12-08,Blade: Trinity,False,[ { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 28 'name ' 'action ' } { 'id ' 27 'name ' 'horror ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } ],149
"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",en,Why We Fight: Prelude to War,1942-05-27,Why We Fight: Prelude to War,False,[ { 'id ' 99 'name ' 'documentari ' } { 'id ' 36 'name ' 'histori ' } { 'id ' 10752 'name ' 'war ' } ],150
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",da,Pusher,1996-08-30,Pusher,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 80 'name ' 'crime ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 53 'name ' 'thriller ' } ],151
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",zh,2046,2004-05-20,2046,False,[ { 'id ' 14 'name ' 'fantasi ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 10749 'name ' 'romanc ' } ],152
"[{'id': 35, 'name': 'Comedy'}]",en,Bring It On Again,2004-01-13,Bring It On Again,False,[ { 'id ' 35 'name ' 'comedi ' } ],153
"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",en,The Yes Men,2003-09-07,The Yes Men,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 99 'name ' 'documentari ' } ],154
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,Meet the Fockers,2004-12-22,Meet the Fockers,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 10749 'name ' 'romanc ' } ],155
"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",en,Boogeyman,2005-02-04,Boogeyman,False,[ { 'id ' 53 'name ' 'thriller ' } { 'id ' 27 'name ' 'horror ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 9648 'name ' 'mysteri ' } ],156
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",en,Constantine,2005-02-08,Constantine,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 27 'name ' 'horror ' } ],157
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,Sin City,2005-04-01,Sin City,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 80 'name ' 'crime ' } ],158
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,xXx: State of the Union,2005-04-27,xXx: State of the Union,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 80 'name ' 'crime ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 9648 'name ' 'mysteri ' } { 'id ' 53 'name ' 'thriller ' } ],159
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",en,Star Wars: Episode III - Revenge of the Sith,2005-05-17,Star Wars: Episode III - Revenge of the Sith,False,[ { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } ],160
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,Batman Begins,2005-06-10,Batman Begins,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 80 'name ' 'crime ' } { 'id ' 18 'name ' 'drama ' } ],161
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",en,The Devil's Rejects,2005-07-22,The Devil's Rejects,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 27 'name ' 'horror ' } { 'id ' 80 'name ' 'crime ' } ],162
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",en,The Dukes of Hazzard,2005-08-05,The Dukes of Hazzard,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 35 'name ' 'comedi ' } ],163
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,Green Street Hooligans,2005-09-09,Green Street Hooligans,False,[ { 'id ' 80 'name ' 'crime ' } { 'id ' 18 'name ' 'drama ' } ],164
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",ja,Final Fantasy VII: Advent Children,2005-07-14,Final Fantasy VII: Advent Children,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 16 'name ' 'anim ' } { 'id ' 14 'name ' 'fantasi ' } ],165
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,The Curse of the Were-Rabbit,2005-09-04,The Curse of the Were-Rabbit,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 16 'name ' 'anim ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } ],166
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,The Legend of Zorro,2005-10-24,The Legend of Zorro,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } ],167
"[{'id': 35, 'name': 'Comedy'}]",en,American Pie Presents: Band Camp,2005-10-30,American Pie Presents: Band Camp,False,[ { 'id ' 35 'name ' 'comedi ' } ],168
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",en,Harry Potter and the Goblet of Fire,2005-11-05,Harry Potter and the Goblet of Fire,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 10751 'name ' 'famili ' } ],169
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",ko,친절한 금자씨,2005-07-29,Sympathy for Lady Vengeance,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 53 'name ' 'thriller ' } ],170
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",fr,Banlieue 13,2004-11-09,District B13,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 878 'name ' 'scienc fiction ' } ],171
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",en,BloodRayne,2005-10-22,BloodRayne,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 27 'name ' 'horror ' } ],172
"[{'id': 27, 'name': 'Horror'}]",en,Hostel,2005-01-06,Hostel,False,[ { 'id ' 27 'name ' 'horror ' } ],173
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,Hoodwinked!,2005-12-16,Hoodwinked!,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } ],174
"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,Underworld: Evolution,2006-01-12,Underworld: Evolution,False,[ { 'id ' 14 'name ' 'fantasi ' } { 'id ' 28 'name ' 'action ' } { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 53 'name ' 'thriller ' } ],175
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,When a Stranger Calls,2006-02-03,When a Stranger Calls,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 53 'name ' 'thriller ' } ],176
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,Pulse,2006-08-11,Pulse,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 53 'name ' 'thriller ' } ],177
